date,winLoss
3/28/2019,1
3/29/2019,1
3/30/2019,0
3/31/2019,1
4/1/2019,0
4/2/2019,0
4/3/2019,1
4/15/2019,0
4/16/2019,0
4/18/2019,0
4/19/2019,0
4/20/2019,0
4/21/2019,1
4/23/2019,1
4/24/2019,1
5/3/2019,0
5/4/2019,0
5/5/2019,1
5/6/2019,1
5/7/2019,0
5/8/2019,1
5/16/2019,1
5/17/2019,0
5/18/2019,0
5/19/2019,0
5/20/2019,1
5/21/2019,1
5/22/2019,1
5/31/2019,1
6/1/2019,0
6/2/2019,0
6/3/2019,1
6/4/2019,0
6/5/2019,0
6/6/2019,1
6/7/2019,1
6/8/2019,0
6/9/2019,0
6/17/2019,1
6/18/2019,1
6/19/2019,1
6/28/2019,1
6/29/2019,1
6/30/2019,0
7/1/2019,0
7/2/2019,0
7/3/2019,0
7/12/2019,0
7/13/2019,0
7/14/2019,0
7/26/2019,0
7/27/2019,1
7/28/2019,0
7/29/2019,1
7/30/2019,0
8/8/2019,1
8/9/2019,1
8/10/2019,1
8/11/2019,0
8/12/2019,0
8/13/2019,0
8/14/2019,1
8/23/2019,0
8/24/2019,0
8/25/2019,1
8/26/2019,1
8/27/2019,0
8/28/2019,0
9/6/2019,0
9/7/2019,1
9/8/2019,1
9/9/2019,0
9/10/2019,1
9/11/2019,1
9/12/2019,0
9/20/2019,0
9/21/2019,0
9/22/2019,1
9/24/2019,0
9/25/2019,0
9/26/2019,0
