date,winLoss
4/4/2019,0
4/6/2019,1
4/7/2019,0
4/9/2019,0
4/10/2019,1
4/22/2019,1
4/23/2019,1
4/24/2019,0
4/26/2019,0
4/27/2019,0
4/28/2019,1
4/29/2019,0
4/30/2019,1
5/1/2019,0
5/2/2019,1
5/10/2019,1
5/11/2019,1
5/20/2019,1
5/21/2019,1
5/22/2019,1
5/23/2019,1
5/24/2019,0
5/25/2019,1
5/26/2019,1
6/4/2019,0
6/5/2019,1
6/6/2019,1
6/7/2019,0
6/8/2019,1
6/9/2019,1
6/13/2019,0
6/14/2019,0
6/15/2019,1
6/16/2019,0
6/28/2019,0
6/29/2019,0
6/30/2019,1
7/2/2019,1
7/3/2019,0
7/5/2019,0
7/6/2019,1
7/7/2019,0
7/23/2019,1
7/24/2019,0
7/25/2019,1
7/26/2019,1
7/27/2019,1
7/28/2019,1
8/5/2019,1
8/5/2019,1
8/6/2019,1
8/7/2019,1
8/9/2019,1
8/10/2019,1
8/11/2019,0
8/20/2019,1
8/21/2019,1
8/22/2019,1
8/23/2019,0
8/24/2019,0
8/25/2019,0
8/27/2019,0
8/28/2019,0
8/29/2019,0
9/6/2019,1
9/7/2019,0
9/8/2019,0
9/9/2019,1
9/10/2019,1
9/11/2019,1
9/12/2019,1
9/13/2019,0
9/14/2019,1
9/15/2019,0
9/23/2019,0
9/24/2019,1
9/25/2019,1
9/26/2019,0
9/27/2019,1
9/28/2019,1
9/29/2019,1
