date,winLoss
4/3/2016,1
4/5/2016,1
4/6/2016,1
4/13/2016,0
4/14/2016,0
4/15/2016,0
4/16/2016,1
4/17/2016,1
4/29/2016,1
4/30/2016,1
5/1/2016,0
5/2/2016,0
5/3/2016,0
5/4/2016,0
5/16/2016,1
5/17/2016,1
5/18/2016,0
5/19/2016,1
5/20/2016,1
5/21/2016,0
5/23/2016,1
5/24/2016,1
5/25/2016,1
5/26/2016,1
6/3/2016,0
6/4/2016,1
6/5/2016,0
6/7/2016,1
6/7/2016,1
6/8/2016,0
6/10/2016,0
6/11/2016,0
6/12/2016,0
6/20/2016,1
6/21/2016,0
6/22/2016,0
6/23/2016,0
6/24/2016,1
6/25/2016,1
6/26/2016,1
6/27/2016,0
7/8/2016,1
7/9/2016,1
7/10/2016,0
7/19/2016,1
7/20/2016,0
7/21/2016,1
7/22/2016,0
7/23/2016,1
7/24/2016,1
7/26/2016,0
7/27/2016,1
8/5/2016,1
8/6/2016,1
8/7/2016,0
8/9/2016,1
8/10/2016,0
8/11/2016,1
8/19/2016,0
8/20/2016,0
8/21/2016,0
8/22/2016,0
8/23/2016,1
8/24/2016,0
9/2/2016,0
9/3/2016,0
9/4/2016,0
9/5/2016,0
9/6/2016,0
9/7/2016,1
9/8/2016,1
9/9/2016,0
9/10/2016,0
9/11/2016,0
9/23/2016,1
9/24/2016,0
9/25/2016,0
9/26/2016,0
9/27/2016,0
9/28/2016,1
9/29/2016,0
