date,winLoss
3/29/2018,1
3/31/2018,0
4/1/2018,1
4/13/2018,1
4/14/2018,1
4/15/2018,0
4/16/2018,1
4/17/2018,0
4/18/2018,0
4/19/2018,0
5/1/2018,1
5/2/2018,0
5/3/2018,1
5/4/2018,0
5/5/2018,1
5/6/2018,0
5/15/2018,1
5/16/2018,0
5/17/2018,0
5/18/2018,1
5/19/2018,1
5/20/2018,1
5/25/2018,1
5/26/2018,1
5/27/2018,1
5/28/2018,1
5/29/2018,0
5/30/2018,0
5/31/2018,1
6/1/2018,1
6/2/2018,1
6/3/2018,1
6/11/2018,1
6/12/2018,1
6/13/2018,1
6/14/2018,0
6/15/2018,1
6/16/2018,1
6/17/2018,0
6/29/2018,1
6/30/2018,1
7/1/2018,1
7/3/2018,1
7/4/2018,0
7/5/2018,1
7/6/2018,0
7/7/2018,0
7/8/2018,1
7/20/2018,1
7/21/2018,0
7/22/2018,1
7/24/2018,0
7/25/2018,1
7/30/2018,1
7/31/2018,0
8/1/2018,0
8/2/2018,0
8/3/2018,0
8/4/2018,0
8/5/2018,1
8/17/2018,0
8/18/2018,1
8/19/2018,0
8/20/2018,1
8/21/2018,0
8/22/2018,0
9/3/2018,1
9/4/2018,0
9/5/2018,1
9/7/2018,0
9/8/2018,0
9/9/2018,1
9/11/2018,0
9/12/2018,0
9/24/2018,0
9/25/2018,1
9/26/2018,0
9/27/2018,0
9/28/2018,1
9/29/2018,1
9/30/2018,1
