date,winLoss
4/11/2017,1
4/12/2017,0
4/13/2017,0
4/14/2017,1
4/15/2017,1
4/16/2017,1
4/28/2017,0
4/29/2017,0
4/30/2017,1
5/1/2017,0
5/2/2017,0
5/8/2017,0
5/9/2017,0
5/10/2017,0
5/12/2017,0
5/13/2017,0
5/14/2017,1
5/15/2017,0
5/16/2017,0
5/17/2017,0
5/26/2017,1
5/27/2017,0
5/28/2017,1
5/29/2017,1
5/30/2017,1
5/31/2017,1
6/1/2017,0
6/2/2017,1
6/3/2017,1
6/4/2017,1
6/13/2017,1
6/14/2017,1
6/19/2017,1
6/20/2017,0
6/21/2017,1
6/22/2017,0
6/23/2017,1
6/24/2017,0
6/25/2017,1
6/27/2017,1
6/28/2017,0
6/29/2017,0
7/14/2017,0
7/15/2017,0
7/16/2017,0
7/17/2017,1
7/18/2017,0
7/19/2017,0
7/27/2017,1
7/28/2017,1
7/29/2017,1
7/30/2017,0
7/31/2017,0
8/1/2017,1
8/2/2017,1
8/11/2017,1
8/12/2017,1
8/13/2017,1
8/14/2017,1
8/15/2017,0
8/16/2017,1
8/25/2017,1
8/26/2017,1
8/27/2017,1
8/31/2017,0
9/1/2017,0
9/2/2017,1
9/3/2017,0
9/4/2017,0
9/5/2017,0
9/6/2017,0
9/15/2017,0
9/16/2017,1
9/17/2017,0
9/18/2017,1
9/19/2017,1
9/20/2017,1
9/28/2017,1
9/29/2017,1
9/30/2017,1
10/1/2017,0
