date,winLoss
4/14/2017,1
4/15/2017,1
4/16/2017,1
4/17/2017,1
4/18/2017,0
4/19/2017,0
4/20/2017,0
5/1/2017,0
5/2/2017,1
5/3/2017,0
5/5/2017,0
5/6/2017,0
5/7/2017,0
5/17/2017,1
5/18/2017,0
5/19/2017,1
5/20/2017,1
5/21/2017,0
5/22/2017,1
5/23/2017,1
5/24/2017,0
5/25/2017,0
6/5/2017,0
6/6/2017,0
6/7/2017,1
6/8/2017,1
6/9/2017,1
6/10/2017,0
6/10/2017,0
6/11/2017,0
6/16/2017,0
6/17/2017,1
6/18/2017,1
6/19/2017,1
6/20/2017,0
6/21/2017,1
6/22/2017,1
6/23/2017,1
6/24/2017,1
6/25/2017,0
7/4/2017,0
7/5/2017,0
7/14/2017,1
7/15/2017,1
7/16/2017,1
7/17/2017,0
7/18/2017,0
7/19/2017,0
8/1/2017,0
8/2/2017,1
8/3/2017,0
8/4/2017,1
8/5/2017,1
8/6/2017,0
8/8/2017,0
8/9/2017,0
8/18/2017,0
8/19/2017,0
8/20/2017,1
8/21/2017,0
8/22/2017,1
8/23/2017,0
8/25/2017,1
8/26/2017,0
8/27/2017,0
9/4/2017,0
9/6/2017,1
9/6/2017,0
9/7/2017,1
9/8/2017,0
9/9/2017,1
9/10/2017,1
9/15/2017,1
9/16/2017,0
9/17/2017,0
9/19/2017,0
9/20/2017,0
9/21/2017,1
9/22/2017,1
9/23/2017,1
9/24/2017,0
