date,winLoss
4/7/2016,1
4/8/2016,1
4/9/2016,0
4/10/2016,1
4/18/2016,0
4/19/2016,0
4/20/2016,0
4/21/2016,0
4/22/2016,1
4/23/2016,1
4/24/2016,0
4/25/2016,1
4/26/2016,1
4/27/2016,1
5/5/2016,0
5/6/2016,1
5/7/2016,1
5/8/2016,0
5/9/2016,0
5/10/2016,0
5/11/2016,1
5/20/2016,0
5/21/2016,1
5/22/2016,1
5/23/2016,1
5/24/2016,1
5/25/2016,1
6/7/2016,0
6/8/2016,1
6/10/2016,0
6/11/2016,1
6/12/2016,1
6/13/2016,1
6/14/2016,1
6/15/2016,1
6/24/2016,1
6/25/2016,0
6/26/2016,1
6/27/2016,0
6/28/2016,0
7/4/2016,1
7/5/2016,0
7/6/2016,1
7/8/2016,1
7/9/2016,1
7/10/2016,1
7/25/2016,0
7/26/2016,1
7/27/2016,0
7/28/2016,0
7/29/2016,0
7/30/2016,1
7/31/2016,1
8/12/2016,0
8/13/2016,1
8/14/2016,0
8/15/2016,0
8/16/2016,0
8/17/2016,0
8/18/2016,1
8/19/2016,1
8/20/2016,0
8/21/2016,0
8/26/2016,1
8/27/2016,0
8/28/2016,1
8/30/2016,0
8/31/2016,1
9/12/2016,0
9/13/2016,0
9/14/2016,0
9/15/2016,1
9/16/2016,1
9/17/2016,0
9/18/2016,0
9/27/2016,1
9/28/2016,0
9/29/2016,1
9/30/2016,1
10/1/2016,1
10/2/2016,1
10/10/2016,1
10/11/2016,0
