date,winLoss
4/3/2017,1
4/5/2017,1
4/7/2017,1
4/8/2017,1
4/9/2017,0
4/21/2017,1
4/22/2017,1
4/23/2017,0
4/24/2017,1
4/25/2017,0
4/26/2017,1
5/5/2017,1
5/6/2017,1
5/7/2017,1
5/8/2017,1
5/9/2017,1
5/19/2017,1
5/20/2017,1
5/21/2017,0
5/22/2017,0
5/23/2017,0
5/24/2017,0
5/29/2017,1
5/30/2017,0
5/31/2017,1
6/1/2017,1
6/2/2017,1
6/3/2017,0
6/4/2017,0
6/6/2017,1
6/7/2017,1
6/16/2017,0
6/17/2017,1
6/18/2017,1
6/19/2017,0
6/20/2017,1
6/21/2017,0
6/22/2017,0
6/30/2017,0
7/1/2017,0
7/2/2017,1
7/14/2017,0
7/15/2017,0
7/16/2017,0
7/17/2017,1
7/18/2017,1
7/19/2017,1
7/20/2017,1
7/21/2017,0
7/22/2017,0
7/23/2017,1
7/31/2017,1
8/1/2017,1
8/2/2017,1
8/3/2017,0
8/4/2017,0
8/5/2017,1
8/6/2017,1
8/18/2017,1
8/19/2017,0
8/20/2017,0
8/21/2017,1
8/22/2017,0
8/23/2017,1
8/28/2017,1
8/29/2017,1
8/30/2017,1
8/31/2017,0
9/1/2017,1
9/2/2017,0
9/3/2017,1
9/4/2017,0
9/5/2017,1
9/7/2017,0
9/18/2017,0
9/19/2017,0
9/20/2017,0
9/21/2017,1
9/22/2017,0
9/23/2017,0
9/24/2017,1
