date,winLoss
4/3/2017,1
4/4/2017,0
4/5/2017,1
4/6/2017,1
4/14/2017,1
4/15/2017,1
4/16/2017,0
4/17/2017,0
4/18/2017,0
4/19/2017,1
4/28/2017,1
4/29/2017,1
4/30/2017,1
5/1/2017,0
5/2/2017,1
5/3/2017,0
5/8/2017,1
5/9/2017,1
5/10/2017,1
5/18/2017,1
5/19/2017,1
5/20/2017,0
5/21/2017,1
5/23/2017,1
5/24/2017,0
5/25/2017,1
5/26/2017,1
5/27/2017,1
5/28/2017,1
6/5/2017,0
6/6/2017,0
6/7/2017,1
6/9/2017,1
6/10/2017,1
6/11/2017,1
6/19/2017,1
6/20/2017,1
6/21/2017,1
6/22/2017,1
6/23/2017,1
6/24/2017,1
6/25/2017,1
6/26/2017,0
6/27/2017,1
7/4/2017,1
7/5/2017,1
7/6/2017,1
7/7/2017,1
7/8/2017,1
7/9/2017,1
7/20/2017,0
7/21/2017,0
7/22/2017,1
7/23/2017,1
7/24/2017,1
7/25/2017,1
7/26/2017,1
7/28/2017,1
7/29/2017,1
7/30/2017,1
8/11/2017,0
8/12/2017,1
8/13/2017,1
8/15/2017,1
8/16/2017,1
8/25/2017,1
8/26/2017,0
8/27/2017,0
9/4/2017,0
9/5/2017,0
9/6/2017,0
9/7/2017,0
9/8/2017,0
9/9/2017,0
9/10/2017,0
9/22/2017,1
9/23/2017,0
9/24/2017,1
9/25/2017,1
9/26/2017,1
9/27/2017,1
10/6/2017,1
10/7/2017,1
10/14/2017,1
10/15/2017,1
10/24/2017,1
10/25/2017,0
10/31/2017,1
11/1/2017,0
