date,winLoss
3/28/2019,1
3/29/2019,0
3/30/2019,1
3/31/2019,1
4/5/2019,1
4/6/2019,0
4/7/2019,1
4/15/2019,1
4/16/2019,1
4/17/2019,0
4/18/2019,0
4/19/2019,0
4/20/2019,1
4/21/2019,0
4/29/2019,1
4/30/2019,1
5/1/2019,0
5/2/2019,0
5/3/2019,1
5/4/2019,1
5/5/2019,1
5/6/2019,1
5/7/2019,1
5/8/2019,1
5/21/2019,0
5/22/2019,1
5/24/2019,0
5/25/2019,0
5/26/2019,1
6/4/2019,0
6/5/2019,0
6/6/2019,1
6/7/2019,1
6/8/2019,1
6/9/2019,1
6/20/2019,0
6/21/2019,0
6/22/2019,1
6/23/2019,1
6/25/2019,0
6/26/2019,0
6/27/2019,1
6/28/2019,0
6/29/2019,1
6/30/2019,1
7/12/2019,0
7/13/2019,1
7/14/2019,0
7/15/2019,0
7/16/2019,1
7/17/2019,1
7/22/2019,0
7/23/2019,0
7/24/2019,1
7/26/2019,1
7/27/2019,1
7/28/2019,0
8/9/2019,1
8/10/2019,1
8/11/2019,0
8/13/2019,0
8/14/2019,1
8/23/2019,1
8/24/2019,1
8/25/2019,0
8/26/2019,0
8/27/2019,0
8/28/2019,1
9/2/2019,0
9/3/2019,1
9/5/2019,0
9/6/2019,1
9/7/2019,1
9/8/2019,1
9/16/2019,1
9/17/2019,1
9/18/2019,0
9/19/2019,1
9/20/2019,1
9/21/2019,1
9/22/2019,1
