date,winLoss
4/6/2018,1
4/7/2018,0
4/8/2018,1
4/9/2018,1
4/10/2018,1
4/11/2018,1
4/12/2018,1
4/13/2018,0
4/24/2018,0
4/25/2018,1
4/26/2018,0
4/27/2018,1
4/28/2018,0
4/29/2018,0
4/30/2018,1
5/1/2018,0
5/2/2018,1
5/3/2018,1
5/3/2018,0
5/11/2018,0
5/12/2018,1
5/13/2018,1
5/24/2018,0
5/25/2018,0
5/26/2018,1
5/27/2018,1
5/28/2018,1
5/29/2018,1
5/30/2018,1
6/5/2018,1
6/6/2018,1
6/15/2018,0
6/16/2018,0
6/17/2018,1
6/18/2018,1
6/19/2018,1
6/20/2018,1
6/22/2018,1
6/23/2018,1
6/24/2018,1
7/6/2018,1
7/7/2018,0
7/8/2018,0
7/9/2018,0
7/10/2018,0
7/11/2018,1
7/12/2018,0
7/13/2018,1
7/14/2018,0
7/15/2018,1
7/23/2018,0
7/24/2018,0
7/25/2018,1
8/3/2018,0
8/4/2018,1
8/5/2018,1
8/6/2018,1
8/7/2018,0
8/8/2018,1
8/9/2018,1
8/17/2018,1
8/18/2018,0
8/19/2018,1
8/28/2018,1
8/29/2018,0
8/30/2018,1
8/31/2018,1
9/1/2018,0
9/2/2018,0
9/3/2018,0
9/4/2018,1
9/5/2018,1
9/14/2018,0
9/15/2018,1
9/16/2018,0
9/18/2018,1
9/19/2018,1
9/20/2018,0
9/21/2018,0
9/22/2018,1
9/23/2018,1
10/8/2018,0
