date,winLoss
4/10/2018,0
4/11/2018,1
4/12/2018,0
4/13/2018,0
4/14/2018,1
4/17/2018,0
4/19/2018,1
4/26/2018,1
4/27/2018,1
4/28/2018,1
4/29/2018,1
4/30/2018,1
5/1/2018,0
5/2/2018,0
5/7/2018,1
5/8/2018,1
5/9/2018,1
5/11/2018,1
5/12/2018,1
5/13/2018,0
5/14/2018,0
5/22/2018,0
5/23/2018,0
5/25/2018,1
5/26/2018,0
5/27/2018,1
6/5/2018,0
6/6/2018,1
6/7/2018,1
6/8/2018,1
6/9/2018,1
6/10/2018,0
6/19/2018,1
6/19/2018,0
6/20/2018,1
6/29/2018,1
6/30/2018,1
7/1/2018,1
7/3/2018,1
7/4/2018,1
7/6/2018,0
7/7/2018,1
7/8/2018,1
7/19/2018,1
7/20/2018,0
7/21/2018,0
7/21/2018,1
7/22/2018,1
7/23/2018,0
7/24/2018,0
7/25/2018,1
7/26/2018,1
8/2/2018,0
8/3/2018,1
8/4/2018,1
8/5/2018,0
8/10/2018,1
8/11/2018,0
8/12/2018,1
8/14/2018,0
8/15/2018,1
8/23/2018,1
8/24/2018,1
8/25/2018,1
8/26/2018,1
8/27/2018,1
8/28/2018,1
8/29/2018,0
9/10/2018,0
9/11/2018,1
9/12/2018,0
9/14/2018,1
9/15/2018,1
9/16/2018,0
9/24/2018,0
9/25/2018,0
9/26/2018,1
9/27/2018,1
9/28/2018,1
9/29/2018,0
9/30/2018,1
10/1/2018,0
10/2/2018,0
