date,winLoss
4/2/2017,1
4/4/2017,0
4/6/2017,0
4/7/2017,0
4/8/2017,1
4/9/2017,0
4/17/2017,1
4/18/2017,1
4/19/2017,1
4/25/2017,0
4/27/2017,1
4/27/2017,1
4/28/2017,1
4/30/2017,0
5/1/2017,0
5/2/2017,1
5/4/2017,0
5/12/2017,0
5/13/2017,1
5/14/2017,1
5/16/2017,0
5/17/2017,0
5/19/2017,0
5/20/2017,0
5/21/2017,1
5/29/2017,0
5/30/2017,0
5/31/2017,1
6/1/2017,1
6/9/2017,1
6/10/2017,1
6/11/2017,1
6/13/2017,0
6/13/2017,1
6/14/2017,0
6/15/2017,0
6/23/2017,0
6/24/2017,0
6/25/2017,1
6/26/2017,1
6/30/2017,1
7/1/2017,1
7/2/2017,0
7/3/2017,1
7/4/2017,0
7/5/2017,0
7/6/2017,1
7/7/2017,0
7/8/2017,1
7/9/2017,1
7/24/2017,1
7/25/2017,1
7/26/2017,1
7/27/2017,0
7/28/2017,1
7/29/2017,0
7/30/2017,1
8/9/2017,1
8/10/2017,1
8/11/2017,1
8/12/2017,1
8/13/2017,0
8/22/2017,0
8/23/2017,1
8/24/2017,0
8/25/2017,0
8/26/2017,1
8/27/2017,0
9/8/2017,1
9/9/2017,1
9/10/2017,1
9/12/2017,1
9/13/2017,0
9/14/2017,1
9/25/2017,0
9/26/2017,1
9/27/2017,0
9/28/2017,0
9/29/2017,0
9/30/2017,1
10/1/2017,0
