date,winLoss
3/29/2018,0
3/31/2018,0
4/9/2018,1
4/10/2018,0
4/11/2018,0
4/12/2018,0
4/13/2018,0
4/14/2018,0
4/24/2018,0
4/25/2018,0
4/26/2018,0
4/27/2018,0
4/28/2018,1
4/28/2018,0
4/29/2018,1
5/3/2018,1
5/4/2018,1
5/5/2018,0
5/6/2018,1
5/14/2018,0
5/15/2018,0
5/16/2018,0
5/18/2018,1
5/19/2018,0
5/20/2018,0
5/28/2018,0
5/29/2018,1
5/30/2018,1
6/1/2018,0
6/2/2018,1
6/3/2018,0
6/12/2018,0
6/13/2018,0
6/15/2018,0
6/16/2018,0
6/17/2018,0
6/18/2018,0
6/19/2018,0
6/20/2018,0
6/25/2018,1
7/2/2018,0
7/3/2018,0
7/4/2018,0
7/6/2018,0
7/7/2018,0
7/8/2018,0
7/20/2018,1
7/21/2018,1
7/22/2018,1
7/23/2018,0
7/24/2018,1
7/25/2018,0
8/6/2018,0
8/7/2018,0
8/8/2018,1
8/10/2018,0
8/11/2018,0
8/12/2018,0
8/13/2018,1
8/14/2018,0
8/15/2018,0
8/16/2018,1
8/24/2018,1
8/25/2018,1
8/26/2018,0
8/28/2018,1
8/29/2018,1
8/31/2018,1
9/1/2018,1
9/2/2018,1
9/10/2018,1
9/11/2018,1
9/12/2018,0
9/13/2018,1
9/14/2018,1
9/15/2018,1
9/16/2018,0
9/27/2018,1
9/28/2018,0
9/29/2018,1
9/30/2018,0
