date,winLoss
4/5/2018,1
4/7/2018,1
4/8/2018,1
4/10/2018,1
4/11/2018,0
4/12/2018,1
4/13/2018,1
4/14/2018,1
4/15/2018,1
4/27/2018,0
4/28/2018,0
4/29/2018,1
4/30/2018,1
5/1/2018,0
5/2/2018,1
5/14/2018,0
5/15/2018,0
5/16/2018,1
5/17/2018,1
5/18/2018,0
5/19/2018,1
5/20/2018,1
5/25/2018,1
5/26/2018,1
5/27/2018,0
5/28/2018,1
5/29/2018,1
5/30/2018,1
6/5/2018,1
6/6/2018,1
6/7/2018,0
6/8/2018,0
6/9/2018,1
6/10/2018,0
6/22/2018,1
6/23/2018,0
6/24/2018,1
6/26/2018,1
6/27/2018,1
6/28/2018,1
7/9/2018,1
7/10/2018,1
7/11/2018,1
7/12/2018,1
7/13/2018,0
7/14/2018,1
7/15/2018,1
7/26/2018,0
7/27/2018,1
7/28/2018,1
7/29/2018,1
7/30/2018,1
7/31/2018,0
8/2/2018,1
8/3/2018,1
8/4/2018,1
8/5/2018,1
8/17/2018,1
8/18/2018,1
8/19/2018,0
8/20/2018,0
8/21/2018,0
8/22/2018,1
8/23/2018,1
8/28/2018,1
8/29/2018,1
9/7/2018,0
9/8/2018,0
9/9/2018,1
9/11/2018,1
9/12/2018,1
9/13/2018,1
9/14/2018,0
9/15/2018,1
9/16/2018,1
9/24/2018,1
9/26/2018,0
9/26/2018,1
9/28/2018,0
9/29/2018,0
9/30/2018,1
10/5/2018,1
10/6/2018,0
10/13/2018,0
10/14/2018,1
10/23/2018,1
10/24/2018,1
