date,winLoss
4/3/2017,1
4/5/2017,1
4/6/2017,0
4/10/2017,1
4/11/2017,1
4/12/2017,0
4/14/2017,1
4/15/2017,0
4/16/2017,1
4/28/2017,0
4/29/2017,0
4/30/2017,1
5/2/2017,0
5/3/2017,1
5/4/2017,1
5/10/2017,1
5/13/2017,1
5/14/2017,1
5/14/2017,0
5/23/2017,1
5/24/2017,1
5/25/2017,0
5/26/2017,1
5/27/2017,1
5/28/2017,0
6/8/2017,1
6/9/2017,0
6/10/2017,0
6/11/2017,0
6/12/2017,0
6/13/2017,1
6/14/2017,0
6/23/2017,1
6/24/2017,1
6/25/2017,0
6/26/2017,0
6/27/2017,1
6/28/2017,1
6/29/2017,0
7/3/2017,1
7/4/2017,1
7/6/2017,0
7/7/2017,1
7/8/2017,0
7/9/2017,1
7/25/2017,0
7/26/2017,1
7/27/2017,1
7/29/2017,0
7/30/2017,1
7/30/2017,0
8/7/2017,1
8/8/2017,0
8/9/2017,1
8/10/2017,1
8/12/2017,1
8/13/2017,1
8/13/2017,0
8/15/2017,1
8/16/2017,0
8/25/2017,0
8/26/2017,1
8/27/2017,1
8/27/2017,0
8/28/2017,1
8/29/2017,1
8/30/2017,1
9/7/2017,1
9/8/2017,1
9/9/2017,0
9/10/2017,1
9/12/2017,0
9/13/2017,0
9/14/2017,1
9/15/2017,0
9/16/2017,0
9/17/2017,1
9/28/2017,1
9/29/2017,1
9/30/2017,0
10/1/2017,0
10/6/2017,0
10/7/2017,1
10/12/2017,0
